Sales Person,Country,Product,Date,Amount,Boxes Shipped,Price_Per_Box,Year,Month_Name,Quarter
Dennison Crosswaite,UK,Baker's Choco Chips,2023-01-17,2276.94,296,7.69,2023,January,Q1
Jehu Rudeforth,Canada,Orange Choco,2023-06-23,4229.79,548,7.72,2023,June,Q2
Jehu Rudeforth,UK,Smooth Sliky Salty,2023-08-24,1640.53,119,13.79,2023,August,Q3
Andria Kimpton,UK,Caramel Stuffed Bars,2023-06-07,8234.5,294,28.01,2023,June,Q2
Jan Morforth,UK,White Choc,2023-06-22,10087.04,46,219.28,2023,June,Q2
Dotty Strutley,USA,Fruit & Nut Bars,2023-07-13,3169.26,281,11.28,2023,July,Q3
Kelci Walkden,UK,Choco Coated Almonds,2023-05-24,10355.42,215,48.16,2023,May,Q2
Gunar Cockshoot,New Zealand,After Nines,2023-08-09,7772.63,140,55.52,2023,August,Q3
Kaine Padly,Canada,85% Dark Bars,2023-04-06,1992.77,31,64.28,2023,April,Q2
Jan Morforth,New Zealand,Manuka Honey Choco,2023-07-28,1815.56,266,6.83,2023,July,Q3
Gunar Cockshoot,New Zealand,Raspberry Choco,2023-08-24,727.11,50,14.54,2023,August,Q3
Van Tuxwell,Australia,99% Dark & Pure,2023-01-17,114.96,132,0.87,2023,January,Q1
Curtice Advani,USA,Drinking Coco,2023-02-07,5378.09,142,37.87,2023,February,Q1
Brien Boise,Australia,Spicy Special Slims,2023-05-09,6707.63,269,24.94,2023,May,Q2
Mallorie Waber,New Zealand,85% Dark Bars,2023-06-06,8167.18,102,80.07,2023,June,Q2
Wilone O'Kielt,USA,Choco Coated Almonds,2023-06-06,9950.14,6,1658.36,2023,June,Q2
Beverie Moffet,New Zealand,Organic Choco Syrup,2023-05-24,7229.26,215,33.62,2023,May,Q2
Gunar Cockshoot,UK,50% Dark Bites,2023-01-13,2260.21,128,17.66,2023,January,Q1
Marney O'Breen,USA,Raspberry Choco,2023-05-23,6206.9,149,41.66,2023,May,Q2
Jehu Rudeforth,UK,White Choc,2023-06-29,1889.83,286,6.61,2023,June,Q2
Jehu Rudeforth,New Zealand,85% Dark Bars,2023-03-11,7797.24,88,88.6,2023,March,Q1
Dotty Strutley,USA,85% Dark Bars,2023-04-25,11644.92,536,21.73,2023,April,Q2
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2023-05-30,4207.22,255,16.5,2023,May,Q2
Curtice Advani,India,Manuka Honey Choco,2023-05-23,1683.88,169,9.96,2023,May,Q2
Mallorie Waber,USA,Peanut Butter Cubes,2023-05-23,1337.36,18,74.3,2023,May,Q2
Van Tuxwell,Canada,Peanut Butter Cubes,2023-06-24,7147.04,300,23.82,2023,June,Q2
Kelci Walkden,New Zealand,Smooth Sliky Salty,2023-03-11,12030.46,296,40.64,2023,March,Q1
Rafaelita Blaksland,USA,Smooth Sliky Salty,2023-07-27,15844.58,232,68.3,2023,July,Q3
Rafaelita Blaksland,USA,White Choc,2023-08-16,5025.84,133,37.79,2023,August,Q3
Roddy Speechley,Canada,Smooth Sliky Salty,2023-03-07,9902.03,12,825.17,2023,March,Q1
Curtice Advani,New Zealand,After Nines,2023-04-05,7944.07,33,240.73,2023,April,Q2
Camilla Castle,India,85% Dark Bars,2023-05-04,9523.65,55,173.16,2023,May,Q2
Ches Bonnell,USA,Choco Coated Almonds,2023-01-04,16240.71,93,174.63,2023,January,Q1
Marney O'Breen,Australia,Baker's Choco Chips,2023-01-13,5891.94,109,54.05,2023,January,Q1
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2023-07-11,6924.52,94,73.67,2023,July,Q3
Kaine Padly,Australia,Mint Chip Choco,2023-05-17,4552.57,158,28.81,2023,May,Q2
Camilla Castle,New Zealand,Peanut Butter Cubes,2023-07-21,1724.91,60,28.75,2023,July,Q3
Curtice Advani,Canada,Organic Choco Syrup,2023-02-22,897.3,21,42.73,2023,February,Q1
Jan Morforth,India,99% Dark & Pure,2023-05-23,10283.9,178,57.77,2023,May,Q2
Rafaelita Blaksland,Canada,Drinking Coco,2023-07-12,10415.77,200,52.08,2023,July,Q3
Jan Morforth,UK,Orange Choco,2023-06-15,4220.83,193,21.87,2023,June,Q2
Barr Faughny,New Zealand,50% Dark Bites,2023-06-23,4909.86,304,16.15,2023,June,Q2
Curtice Advani,Australia,Eclairs,2023-03-25,6549.62,53,123.58,2023,March,Q1
Jan Morforth,India,Caramel Stuffed Bars,2023-07-04,88.72,165,0.54,2023,July,Q3
Andria Kimpton,UK,White Choc,2023-05-12,9793.16,110,89.03,2023,May,Q2
Camilla Castle,New Zealand,Raspberry Choco,2023-04-04,4823.65,143,33.73,2023,April,Q2
Madelene Upcott,Australia,Orange Choco,2023-04-15,7556.55,404,18.7,2023,April,Q2
Roddy Speechley,Canada,Eclairs,2023-03-08,7082.03,95,74.55,2023,March,Q1
Karlen McCaffrey,India,White Choc,2023-01-17,8361.47,231,36.2,2023,January,Q1
Wilone O'Kielt,India,Mint Chip Choco,2023-08-22,1310.5,52,25.2,2023,August,Q3
Andria Kimpton,UK,99% Dark & Pure,2023-07-25,1288.1,67,19.23,2023,July,Q3
Marney O'Breen,UK,50% Dark Bites,2023-06-14,3288.29,133,24.72,2023,June,Q2
Ches Bonnell,India,Choco Coated Almonds,2023-04-05,10669.09,85,125.52,2023,April,Q2
Madelene Upcott,UK,Raspberry Choco,2023-08-26,7361.93,344,21.4,2023,August,Q3
Wilone O'Kielt,Australia,50% Dark Bites,2023-08-03,10336.22,123,84.03,2023,August,Q3
Gigi Bohling,Canada,White Choc,2023-07-11,6985.95,4,1746.49,2023,July,Q3
Wilone O'Kielt,New Zealand,Eclairs,2023-03-11,3394.46,21,161.64,2023,March,Q1
Brien Boise,UK,Peanut Butter Cubes,2023-01-10,15337.23,31,494.75,2023,January,Q1
Roddy Speechley,UK,Baker's Choco Chips,2023-04-04,15925.17,378,42.13,2023,April,Q2
Karlen McCaffrey,Australia,50% Dark Bites,2023-01-17,7355.77,772,9.53,2023,January,Q1
Marney O'Breen,New Zealand,Organic Choco Syrup,2023-07-08,9489.27,54,175.73,2023,July,Q3
Jan Morforth,UK,Organic Choco Syrup,2023-04-12,1281.32,354,3.62,2023,April,Q2
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2023-08-24,518.07,192,2.7,2023,August,Q3
Ches Bonnell,UK,Choco Coated Almonds,2023-06-07,1933.56,239,8.09,2023,June,Q2
Gunar Cockshoot,Canada,Almond Choco,2023-07-28,1308.52,30,43.62,2023,July,Q3
Husein Augar,USA,99% Dark & Pure,2023-02-21,9878.5,111,89.0,2023,February,Q1
Dennison Crosswaite,Canada,Mint Chip Choco,2023-04-08,1943.7,297,6.54,2023,April,Q2
Brien Boise,UK,Manuka Honey Choco,2023-06-28,80.62,103,0.78,2023,June,Q2
Van Tuxwell,UK,Baker's Choco Chips,2023-03-24,2678.37,20,133.92,2023,March,Q1
Barr Faughny,Australia,Caramel Stuffed Bars,2023-07-29,2931.1,60,48.85,2023,July,Q3
Dennison Crosswaite,USA,Eclairs,2023-05-25,2316.09,90,25.73,2023,May,Q2
Gigi Bohling,Australia,Raspberry Choco,2023-03-30,6722.22,330,20.37,2023,March,Q1
Dennison Crosswaite,USA,Organic Choco Syrup,2023-07-18,14528.51,134,108.42,2023,July,Q3
Beverie Moffet,Canada,Orange Choco,2023-05-10,9390.28,104,90.29,2023,May,Q2
Mallorie Waber,Australia,Choco Coated Almonds,2023-03-18,16230.41,94,172.66,2023,March,Q1
Ches Bonnell,India,Caramel Stuffed Bars,2023-06-15,7224.39,55,131.35,2023,June,Q2
Van Tuxwell,Canada,50% Dark Bites,2023-05-12,15567.58,57,273.12,2023,May,Q2
Kelci Walkden,New Zealand,Baker's Choco Chips,2023-06-23,2964.2,105,28.23,2023,June,Q2
Beverie Moffet,India,Spicy Special Slims,2023-04-21,3357.08,186,18.05,2023,April,Q2
Gigi Bohling,Australia,Almond Choco,2023-08-17,1010.37,127,7.96,2023,August,Q3
Rafaelita Blaksland,New Zealand,Eclairs,2023-02-07,20470.43,54,379.08,2023,February,Q1
Kelci Walkden,Canada,Smooth Sliky Salty,2023-03-17,8762.75,115,76.2,2023,March,Q1
Jan Morforth,India,Baker's Choco Chips,2023-08-01,14613.52,85,171.92,2023,August,Q3
Jehu Rudeforth,Australia,Milk Bars,2023-03-18,9839.46,31,317.4,2023,March,Q1
Gigi Bohling,Canada,Fruit & Nut Bars,2023-06-14,6633.23,103,64.4,2023,June,Q2
Beverie Moffet,UK,Eclairs,2023-04-22,9749.07,169,57.69,2023,April,Q2
Marney O'Breen,New Zealand,Eclairs,2023-01-18,5254.38,31,169.5,2023,January,Q1
Husein Augar,Australia,99% Dark & Pure,2023-08-26,3430.43,123,27.89,2023,August,Q3
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2023-06-10,10454.55,434,24.09,2023,June,Q2
Curtice Advani,Canada,70% Dark Bites,2023-01-31,2413.87,7,344.84,2023,January,Q1
Kelci Walkden,New Zealand,Manuka Honey Choco,2023-04-08,1445.14,108,13.38,2023,April,Q2
Dotty Strutley,Australia,Baker's Choco Chips,2023-06-07,4022.64,71,56.66,2023,June,Q2
Barr Faughny,Australia,85% Dark Bars,2023-02-10,8651.2,43,201.19,2023,February,Q1
Beverie Moffet,Australia,50% Dark Bites,2023-05-16,725.16,453,1.6,2023,May,Q2
Gunar Cockshoot,India,Baker's Choco Chips,2023-03-18,2385.4,540,4.42,2023,March,Q1
Van Tuxwell,Australia,50% Dark Bites,2023-07-13,726.04,131,5.54,2023,July,Q3
Oby Sorrel,USA,Manuka Honey Choco,2023-07-25,4742.35,83,57.14,2023,July,Q3
Van Tuxwell,Canada,Choco Coated Almonds,2023-08-19,2556.96,312,8.2,2023,August,Q3
Karlen McCaffrey,Canada,70% Dark Bites,2023-06-24,8376.69,646,12.97,2023,June,Q2
Kelci Walkden,Canada,Fruit & Nut Bars,2023-06-20,840.71,162,5.19,2023,June,Q2
Camilla Castle,India,99% Dark & Pure,2023-08-02,207.87,216,0.96,2023,August,Q3
Madelene Upcott,New Zealand,70% Dark Bites,2023-02-22,13370.34,94,142.24,2023,February,Q1
Mallorie Waber,New Zealand,Orange Choco,2023-02-01,6811.37,25,272.45,2023,February,Q1
Jan Morforth,Canada,70% Dark Bites,2023-02-14,6096.52,300,20.32,2023,February,Q1
Kelci Walkden,Australia,Milk Bars,2023-02-24,8684.58,120,72.37,2023,February,Q1
Dennison Crosswaite,India,Orange Choco,2023-03-18,873.26,140,6.24,2023,March,Q1
Husein Augar,UK,Eclairs,2023-08-30,1912.66,253,7.56,2023,August,Q3
Gigi Bohling,USA,Peanut Butter Cubes,2023-05-09,321.61,76,4.23,2023,May,Q2
Wilone O'Kielt,USA,Smooth Sliky Salty,2023-01-18,511.12,96,5.32,2023,January,Q1
Curtice Advani,India,White Choc,2023-07-04,7887.15,335,23.54,2023,July,Q3
Oby Sorrel,New Zealand,Spicy Special Slims,2023-06-03,1793.67,13,137.97,2023,June,Q2
Beverie Moffet,New Zealand,Peanut Butter Cubes,2023-02-23,12129.42,29,418.26,2023,February,Q1
Dotty Strutley,New Zealand,99% Dark & Pure,2023-05-09,11749.75,213,55.16,2023,May,Q2
Kelci Walkden,India,70% Dark Bites,2023-06-06,3967.25,101,39.28,2023,June,Q2
Kelci Walkden,India,Drinking Coco,2023-07-04,8105.37,255,31.79,2023,July,Q3
Brien Boise,New Zealand,Drinking Coco,2023-06-06,1614.17,106,15.23,2023,June,Q2
Dotty Strutley,Australia,Almond Choco,2023-05-13,1613.3,91,17.73,2023,May,Q2
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2023-01-31,2155.64,281,7.67,2023,January,Q1
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2023-06-30,8184.37,43,190.33,2023,June,Q2
Barr Faughny,Canada,Manuka Honey Choco,2023-08-25,3613.32,251,14.4,2023,August,Q3
Gigi Bohling,New Zealand,Smooth Sliky Salty,2023-01-10,801.09,101,7.93,2023,January,Q1
Brien Boise,USA,Manuka Honey Choco,2023-08-22,2069.48,8,258.68,2023,August,Q3
Roddy Speechley,New Zealand,85% Dark Bars,2023-04-14,5096.21,284,17.94,2023,April,Q2
Oby Sorrel,UK,Smooth Sliky Salty,2023-05-31,10573.5,338,31.28,2023,May,Q2
Oby Sorrel,UK,Raspberry Choco,2023-04-08,4611.37,322,14.32,2023,April,Q2
Roddy Speechley,USA,Drinking Coco,2023-02-21,3288.77,148,22.22,2023,February,Q1
Andria Kimpton,Australia,Manuka Honey Choco,2023-03-30,10883.13,394,27.62,2023,March,Q1
Mallorie Waber,India,Raspberry Choco,2023-03-02,1516.56,2,758.28,2023,March,Q1
Jehu Rudeforth,USA,Orange Choco,2023-07-28,391.33,184,2.13,2023,July,Q3
Kaine Padly,New Zealand,70% Dark Bites,2023-03-24,7969.08,38,209.71,2023,March,Q1
Curtice Advani,Australia,After Nines,2023-08-11,63.71,109,0.58,2023,August,Q3
Husein Augar,UK,Almond Choco,2023-05-17,8832.33,175,50.47,2023,May,Q2
Kaine Padly,Canada,Choco Coated Almonds,2023-05-18,3542.19,180,19.68,2023,May,Q2
Roddy Speechley,UK,Peanut Butter Cubes,2023-08-17,6052.07,173,34.98,2023,August,Q3
Ches Bonnell,New Zealand,Eclairs,2023-04-04,543.2,54,10.06,2023,April,Q2
Brien Boise,India,85% Dark Bars,2023-08-09,18894.92,201,94.0,2023,August,Q3
Brien Boise,New Zealand,Organic Choco Syrup,2023-01-17,689.4,331,2.08,2023,January,Q1
Andria Kimpton,Canada,White Choc,2023-02-14,4435.95,31,143.1,2023,February,Q1
Gigi Bohling,New Zealand,Orange Choco,2023-05-16,9111.34,324,28.12,2023,May,Q2
Ches Bonnell,Canada,Smooth Sliky Salty,2023-03-16,10369.71,129,80.39,2023,March,Q1
Husein Augar,Canada,70% Dark Bites,2023-01-31,5833.2,290,20.11,2023,January,Q1
Barr Faughny,Canada,Organic Choco Syrup,2023-03-10,1229.96,219,5.62,2023,March,Q1
Oby Sorrel,UK,Organic Choco Syrup,2023-06-30,8839.72,170,52.0,2023,June,Q2
Van Tuxwell,New Zealand,Eclairs,2023-03-01,5747.66,176,32.66,2023,March,Q1
Mallorie Waber,UK,Drinking Coco,2023-05-27,3666.04,107,34.26,2023,May,Q2
Oby Sorrel,UK,Milk Bars,2023-07-11,6853.82,220,31.15,2023,July,Q3
Karlen McCaffrey,New Zealand,Mint Chip Choco,2023-03-02,4361.01,59,73.92,2023,March,Q1
Jehu Rudeforth,USA,Raspberry Choco,2023-03-04,7686.15,141,54.51,2023,March,Q1
Kelci Walkden,UK,85% Dark Bars,2023-06-23,4188.43,235,17.82,2023,June,Q2
Kelci Walkden,USA,Almond Choco,2023-01-27,5425.24,234,23.18,2023,January,Q1
Marney O'Breen,Canada,Orange Choco,2023-01-14,2896.97,456,6.35,2023,January,Q1
Dennison Crosswaite,India,Fruit & Nut Bars,2023-07-29,1071.31,23,46.58,2023,July,Q3
Brien Boise,Canada,Smooth Sliky Salty,2023-05-13,6417.05,497,12.91,2023,May,Q2
Barr Faughny,Canada,Baker's Choco Chips,2023-02-03,10967.31,172,63.76,2023,February,Q1
Brien Boise,India,Smooth Sliky Salty,2023-05-27,6345.02,28,226.61,2023,May,Q2
Jan Morforth,Australia,Drinking Coco,2023-02-18,2824.71,25,112.99,2023,February,Q1
Brien Boise,India,Spicy Special Slims,2023-01-28,1463.67,34,43.05,2023,January,Q1
Van Tuxwell,UK,Eclairs,2023-06-29,5856.52,115,50.93,2023,June,Q2
Wilone O'Kielt,India,Caramel Stuffed Bars,2023-01-13,4303.86,282,15.26,2023,January,Q1
Jehu Rudeforth,UK,After Nines,2023-06-27,2047.77,169,12.12,2023,June,Q2
Barr Faughny,Canada,White Choc,2023-03-29,4692.36,1,4692.36,2023,March,Q1
Gunar Cockshoot,India,Organic Choco Syrup,2023-06-03,7302.42,153,47.73,2023,June,Q2
Mallorie Waber,Canada,Smooth Sliky Salty,2023-03-21,2056.92,103,19.97,2023,March,Q1
Mallorie Waber,India,Eclairs,2023-04-12,11032.79,49,225.16,2023,April,Q2
Rafaelita Blaksland,Australia,Raspberry Choco,2023-01-19,7773.64,247,31.47,2023,January,Q1
Karlen McCaffrey,UK,50% Dark Bites,2023-04-06,3843.01,295,13.03,2023,April,Q2
Kaine Padly,Australia,50% Dark Bites,2023-08-02,9163.79,81,113.13,2023,August,Q3
Gigi Bohling,Australia,Eclairs,2023-04-12,7628.59,146,52.25,2023,April,Q2
Oby Sorrel,India,Drinking Coco,2023-07-21,18220.59,139,131.08,2023,July,Q3
Van Tuxwell,New Zealand,Baker's Choco Chips,2023-03-22,9828.94,24,409.54,2023,March,Q1
Husein Augar,India,Peanut Butter Cubes,2023-05-09,4726.65,5,945.33,2023,May,Q2
Andria Kimpton,Australia,Baker's Choco Chips,2023-08-09,344.82,118,2.92,2023,August,Q3
Madelene Upcott,Canada,Choco Coated Almonds,2023-07-20,3451.24,283,12.2,2023,July,Q3
Brien Boise,India,70% Dark Bites,2023-04-14,5071.49,439,11.55,2023,April,Q2
Jehu Rudeforth,Canada,White Choc,2023-01-25,4719.38,132,35.75,2023,January,Q1
Andria Kimpton,Australia,Almond Choco,2023-04-25,3430.58,174,19.72,2023,April,Q2
Dotty Strutley,Canada,After Nines,2023-01-17,268.3,239,1.12,2023,January,Q1
Karlen McCaffrey,USA,Eclairs,2023-08-15,991.46,133,7.45,2023,August,Q3
Karlen McCaffrey,Canada,Fruit & Nut Bars,2023-06-02,213.45,17,12.56,2023,June,Q2
Gunar Cockshoot,USA,85% Dark Bars,2023-06-30,7586.38,131,57.91,2023,June,Q2
Dotty Strutley,New Zealand,Raspberry Choco,2023-02-10,6192.19,99,62.55,2023,February,Q1
Marney O'Breen,Canada,Caramel Stuffed Bars,2023-02-23,1510.58,602,2.51,2023,February,Q1
Dennison Crosswaite,India,Organic Choco Syrup,2023-01-27,8693.31,209,41.59,2023,January,Q1
Camilla Castle,UK,Mint Chip Choco,2023-05-26,5509.77,307,17.95,2023,May,Q2
Brien Boise,USA,70% Dark Bites,2023-04-14,1863.2,22,84.69,2023,April,Q2
Madelene Upcott,Australia,99% Dark & Pure,2023-08-01,4822.5,159,30.33,2023,August,Q3
Mallorie Waber,Australia,Eclairs,2023-08-22,10856.55,229,47.41,2023,August,Q3
Marney O'Breen,India,99% Dark & Pure,2023-07-22,11252.11,159,70.77,2023,July,Q3
Husein Augar,USA,Fruit & Nut Bars,2023-04-28,1387.72,27,51.4,2023,April,Q2
Kelci Walkden,Australia,Almond Choco,2023-05-30,5509.22,341,16.16,2023,May,Q2
Ches Bonnell,USA,Milk Bars,2023-07-21,2444.25,155,15.77,2023,July,Q3
Jan Morforth,UK,Caramel Stuffed Bars,2023-08-02,3175.62,507,6.26,2023,August,Q3
Brien Boise,New Zealand,70% Dark Bites,2023-06-15,7900.42,143,55.25,2023,June,Q2
Oby Sorrel,India,85% Dark Bars,2023-07-05,9072.46,142,63.89,2023,July,Q3
Kaine Padly,New Zealand,Smooth Sliky Salty,2023-04-12,8.06,513,0.02,2023,April,Q2
Gigi Bohling,Australia,70% Dark Bites,2023-08-18,1548.54,104,14.89,2023,August,Q3
Jan Morforth,UK,50% Dark Bites,2023-01-12,5501.67,298,18.46,2023,January,Q1
Gunar Cockshoot,Canada,White Choc,2023-08-11,7685.42,15,512.36,2023,August,Q3
Jehu Rudeforth,Australia,Spicy Special Slims,2023-01-13,5147.77,402,12.81,2023,January,Q1
Husein Augar,UK,Baker's Choco Chips,2023-04-29,3070.43,143,21.47,2023,April,Q2
Rafaelita Blaksland,New Zealand,After Nines,2023-07-07,1127.5,88,12.81,2023,July,Q3
Madelene Upcott,New Zealand,Mint Chip Choco,2023-03-11,8502.77,4,2125.69,2023,March,Q1
Madelene Upcott,UK,70% Dark Bites,2023-02-16,5961.02,241,24.73,2023,February,Q1
Barr Faughny,Australia,Organic Choco Syrup,2023-01-07,2478.33,33,75.1,2023,January,Q1
Beverie Moffet,New Zealand,Drinking Coco,2023-01-12,1269.56,497,2.55,2023,January,Q1
Beverie Moffet,India,Eclairs,2023-06-09,11130.52,144,77.3,2023,June,Q2
Andria Kimpton,India,Eclairs,2023-05-16,2455.09,83,29.58,2023,May,Q2
Gigi Bohling,UK,85% Dark Bars,2023-06-23,12764.94,100,127.65,2023,June,Q2
Roddy Speechley,UK,Raspberry Choco,2023-01-28,13351.42,198,67.43,2023,January,Q1
Dotty Strutley,UK,Mint Chip Choco,2023-07-14,2763.22,223,12.39,2023,July,Q3
Barr Faughny,Canada,Drinking Coco,2023-04-18,6523.34,245,26.63,2023,April,Q2
Oby Sorrel,USA,Milk Bars,2023-06-14,1868.25,82,22.78,2023,June,Q2
Oby Sorrel,UK,Orange Choco,2023-04-15,8431.83,251,33.59,2023,April,Q2
Curtice Advani,Canada,Peanut Butter Cubes,2023-05-19,5646.99,64,88.23,2023,May,Q2
Gigi Bohling,India,White Choc,2023-04-13,1484.67,180,8.25,2023,April,Q2
Husein Augar,Canada,Choco Coated Almonds,2023-08-15,3859.95,395,9.77,2023,August,Q3
Wilone O'Kielt,India,Choco Coated Almonds,2023-08-22,3237.3,227,14.26,2023,August,Q3
Wilone O'Kielt,New Zealand,Baker's Choco Chips,2023-04-22,4072.43,64,63.63,2023,April,Q2
Kaine Padly,UK,Choco Coated Almonds,2023-08-03,8054.87,118,68.26,2023,August,Q3
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2023-01-04,420.3,224,1.88,2023,January,Q1
Kelci Walkden,Canada,After Nines,2023-01-13,17073.99,218,78.32,2023,January,Q1
Van Tuxwell,Australia,Baker's Choco Chips,2023-05-11,13624.31,33,412.86,2023,May,Q2
Husein Augar,New Zealand,Peanut Butter Cubes,2023-02-16,2318.46,235,9.87,2023,February,Q1
Kaine Padly,UK,Caramel Stuffed Bars,2023-05-20,10740.05,67,160.3,2023,May,Q2
Jehu Rudeforth,UK,Drinking Coco,2023-02-03,7624.67,422,18.07,2023,February,Q1
Beverie Moffet,India,Manuka Honey Choco,2023-05-06,10168.32,159,63.95,2023,May,Q2
Gunar Cockshoot,UK,Choco Coated Almonds,2023-06-30,6635.15,141,47.06,2023,June,Q2
Gunar Cockshoot,UK,Smooth Sliky Salty,2023-03-22,860.12,158,5.44,2023,March,Q1
Camilla Castle,Canada,Orange Choco,2023-02-17,8671.21,52,166.75,2023,February,Q1
Jehu Rudeforth,UK,85% Dark Bars,2023-07-07,5534.11,63,87.84,2023,July,Q3
Oby Sorrel,UK,70% Dark Bites,2023-03-16,6800.26,187,36.37,2023,March,Q1
Kelci Walkden,UK,99% Dark & Pure,2023-08-12,3927.83,123,31.93,2023,August,Q3
Gigi Bohling,New Zealand,After Nines,2023-01-21,5833.8,196,29.76,2023,January,Q1
Oby Sorrel,Australia,50% Dark Bites,2023-05-06,733.08,147,4.99,2023,May,Q2
Oby Sorrel,Canada,50% Dark Bites,2023-06-24,7164.51,140,51.18,2023,June,Q2
Barr Faughny,USA,White Choc,2023-05-05,7900.52,175,45.15,2023,May,Q2
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2023-03-25,3550.76,85,41.77,2023,March,Q1
Curtice Advani,Australia,Caramel Stuffed Bars,2023-02-14,10281.51,136,75.6,2023,February,Q1
Curtice Advani,New Zealand,85% Dark Bars,2023-05-12,5936.81,180,32.98,2023,May,Q2
Barr Faughny,New Zealand,Smooth Sliky Salty,2023-01-25,4552.15,172,26.47,2023,January,Q1
Ches Bonnell,UK,85% Dark Bars,2023-06-28,15944.86,11,1449.53,2023,June,Q2
Dennison Crosswaite,Australia,Drinking Coco,2023-07-13,7722.58,188,41.08,2023,July,Q3
Roddy Speechley,USA,Milk Bars,2023-05-16,3105.38,268,11.59,2023,May,Q2
Jan Morforth,India,After Nines,2023-03-14,6994.35,179,39.07,2023,March,Q1
Gunar Cockshoot,USA,After Nines,2023-08-15,4264.49,252,16.92,2023,August,Q3
Ches Bonnell,India,Orange Choco,2023-02-16,1215.3,271,4.48,2023,February,Q1
Mallorie Waber,UK,Manuka Honey Choco,2023-06-15,8519.37,45,189.32,2023,June,Q2
Barr Faughny,Australia,Raspberry Choco,2023-05-27,9810.95,105,93.44,2023,May,Q2
Wilone O'Kielt,USA,Drinking Coco,2023-06-14,1065.63,107,9.96,2023,June,Q2
Wilone O'Kielt,India,Eclairs,2023-02-25,3894.68,80,48.68,2023,February,Q1
Wilone O'Kielt,India,After Nines,2023-08-04,12194.27,252,48.39,2023,August,Q3
Kelci Walkden,India,99% Dark & Pure,2023-06-28,2455.13,236,10.4,2023,June,Q2
Gunar Cockshoot,Canada,Spicy Special Slims,2023-04-05,14887.76,12,1240.65,2023,April,Q2
Madelene Upcott,Canada,Peanut Butter Cubes,2023-07-05,15276.46,121,126.25,2023,July,Q3
Kaine Padly,New Zealand,Eclairs,2023-01-20,13520.48,47,287.67,2023,January,Q1
Ches Bonnell,New Zealand,Drinking Coco,2023-02-16,9195.53,127,72.41,2023,February,Q1
Curtice Advani,UK,Drinking Coco,2023-07-12,460.98,182,2.53,2023,July,Q3
Kelci Walkden,India,Raspberry Choco,2023-06-16,8216.56,257,31.97,2023,June,Q2
Dotty Strutley,Australia,Choco Coated Almonds,2023-04-13,1863.54,277,6.73,2023,April,Q2
Kaine Padly,UK,50% Dark Bites,2023-02-21,3283.0,72,45.6,2023,February,Q1
Roddy Speechley,Canada,Choco Coated Almonds,2023-05-11,5967.18,247,24.16,2023,May,Q2
Ches Bonnell,India,50% Dark Bites,2023-04-15,12083.5,334,36.18,2023,April,Q2
Oby Sorrel,Canada,Peanut Butter Cubes,2023-06-07,12397.06,179,69.26,2023,June,Q2
Oby Sorrel,UK,White Choc,2023-06-27,1746.01,280,6.24,2023,June,Q2
Barr Faughny,India,After Nines,2023-07-29,9021.65,104,86.75,2023,July,Q3
Wilone O'Kielt,Canada,Smooth Sliky Salty,2023-06-02,5263.45,165,31.9,2023,June,Q2
Rafaelita Blaksland,India,Mint Chip Choco,2023-01-26,15473.0,91,170.03,2023,January,Q1
Rafaelita Blaksland,Canada,99% Dark & Pure,2023-03-02,5566.57,140,39.76,2023,March,Q1
Van Tuxwell,Australia,70% Dark Bites,2023-01-10,8111.43,111,73.08,2023,January,Q1
Beverie Moffet,USA,70% Dark Bites,2023-06-27,2341.8,117,20.02,2023,June,Q2
Barr Faughny,Canada,Orange Choco,2023-06-30,8650.42,19,455.29,2023,June,Q2
Roddy Speechley,Australia,85% Dark Bars,2023-07-08,4444.72,77,57.72,2023,July,Q3
Oby Sorrel,India,Spicy Special Slims,2023-06-08,12531.37,86,145.71,2023,June,Q2
Jan Morforth,UK,Manuka Honey Choco,2023-08-18,3558.89,231,15.41,2023,August,Q3
Kaine Padly,Australia,After Nines,2023-04-08,7889.9,300,26.3,2023,April,Q2
Wilone O'Kielt,Canada,Fruit & Nut Bars,2023-08-08,3589.18,176,20.39,2023,August,Q3
Wilone O'Kielt,UK,Milk Bars,2023-08-26,305.39,62,4.93,2023,August,Q3
Oby Sorrel,Canada,Fruit & Nut Bars,2023-01-14,1896.64,161,11.78,2023,January,Q1
Dennison Crosswaite,USA,Baker's Choco Chips,2023-08-11,18494.72,298,62.06,2023,August,Q3
Madelene Upcott,USA,Almond Choco,2023-05-31,11103.47,24,462.64,2023,May,Q2
Van Tuxwell,New Zealand,50% Dark Bites,2023-07-11,4162.28,11,378.39,2023,July,Q3
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2023-03-02,3357.3,308,10.9,2023,March,Q1
Madelene Upcott,Australia,Raspberry Choco,2023-07-13,7033.52,94,74.82,2023,July,Q3
Rafaelita Blaksland,UK,Spicy Special Slims,2023-08-03,9896.8,143,69.21,2023,August,Q3
